pool_size,fnr_Individual,fpr_Individual,eff_Individual,fnr_Dorfman,fpr_Dorfman,eff_Dorfman,fnr_FeatCostly,fpr_FeatCostly,eff_FeatCostly,fnr_FeatCheap,fpr_FeatCheap,eff_FeatCheap
5.0,0.014314928425357873,0.0010256410256410256,1.0,0.03680981595092025,1.0573618821041501e-05,4.427141060867135,0.014314928425357873,0.0,4.41296072788042,0.0,0.0,2.2842039502138496
5.0,0.02263374485596708,0.0009153462533930939,1.0,0.059670781893004114,1.0521221303368895e-05,4.428518449842389,0.043209876543209874,0.0,4.435921248142645,0.0,0.0,2.295338779432965
5.0,0.02178649237472767,0.0009546539379474941,1.0,0.034858387799564274,2.1214531954388756e-05,4.450321792643398,0.032679738562091505,0.0,4.401319457349935,0.002178649237472767,0.0,2.2785741774100443
5.0,0.01606425702811245,0.000941579738050401,1.0,0.03413654618473896,3.173864285563149e-05,4.4187127976190474,0.02208835341365462,0.0,4.4187127976190474,0.0,0.0,2.286333012512031
5.0,0.02074688796680498,0.0010137061519292095,1.0,0.04149377593360996,1.0559439082595932e-05,4.4277806205517045,0.03112033195020747,0.0,4.418531241296073,0.0,1.0559439082595932e-05,2.2877469595731386
5.0,0.010309278350515464,0.00104665546005265,1.0,0.04536082474226804,1.0572277374269191e-05,4.433294474236419,0.030927835051546393,0.0,4.422364871150805,0.002061855670103093,0.0,2.2850550401384417
5.0,0.017582417582417582,0.0009070868799375587,1.0,0.03076923076923077,2.1095043719478108e-05,4.471858423696193,0.004395604395604396,1.0547521859739054e-05,4.427177246956036,0.004395604395604396,0.0,2.2919834472139353
5.0,0.018480492813141684,0.0009003378915145802,1.0,0.03285420944558522,2.1184420976813653e-05,4.4323213451658106,0.014373716632443531,0.0,4.407617278216442,0.008213552361396304,0.0,2.2810441805682418
5.0,0.010706638115631691,0.0010112395057566917,1.0,0.032119914346895075,5.266872425816102e-05,4.458985744332788,0.032119914346895075,0.0,4.449211827254921,0.0021413276231263384,0.0,2.2983521248915872
5.0,0.024719101123595506,0.0010577868982514782,1.0,0.0449438202247191,1.0577868982514783e-05,4.478804168434951,0.015730337078651686,1.0577868982514783e-05,4.427239675584972,0.0022471910112359553,0.0,2.287730622862373
5.0,0.03171247357293869,0.0009782986019797398,1.0,0.048625792811839326,2.1038679612467523e-05,4.439817826935589,0.016913319238900635,0.0,4.4348714139819885,0.0,0.0,2.2952142994426294
5.0,0.014675052410901468,0.0009591567852437417,1.0,0.033542976939203356,4.216073781291173e-05,4.43683402354474,0.03563941299790356,1.0540184453227932e-05,4.432090731616622,0.0,1.0540184453227932e-05,2.292225587768643
5.0,0.022357723577235773,0.0010637625597708172,1.0,0.054878048780487805,3.1596907715964866e-05,4.433203270159792,0.018292682926829267,0.0,4.4258022630309775,0.0,0.0,2.2910985212214325
5.0,0.029978586723768737,0.0008667251529981292,1.0,0.034261241970021415,2.113963787800315e-05,4.443634324172742,0.02569593147751606,1.0569818939001575e-05,4.420905793731982,0.0,0.0,2.2865800865800865
5.0,0.017278617710583154,0.001057607902446247,1.0,0.02159827213822894,4.230431609784988e-05,4.4422834167095235,0.023758099352051837,0.0,4.417294281729428,0.004319654427645789,1.057607902446247e-05,2.2837090804210933
5.0,0.012684989429175475,0.0010882772465529082,1.0,0.03805496828752643,0.0,4.441860465116279,0.05496828752642706,0.0,4.433992168562372,0.0,0.0,2.2880304050803426
5.0,0.02335456475583864,0.0010565128736093649,1.0,0.05732484076433121,3.1695386208280946e-05,4.451193261581657,0.03397027600849257,0.0,4.432525629077353,0.0021231422505307855,1.0565128736093649e-05,2.2890076041967466
5.0,0.03696098562628337,0.0009500385293403565,1.0,0.04722792607802875,3.166795097801189e-05,4.425955191968021,0.039014373716632446,0.0,4.4214338781575035,0.0,1.0555983659337296e-05,2.287182936202921
5.0,0.022172949002217297,0.0010890827385672747,1.0,0.024390243902439025,1.0573618821041501e-05,4.469498142138187,0.008869179600886918,0.0,4.420636397469297,0.004434589800443459,2.1147237642083003e-05,2.28746810456887
5.0,0.02335456475583864,0.0010044300652350894,1.0,0.03184713375796178,1.0572948055106205e-05,4.433188750524696,0.0,0.0,4.4144529073007615,0.0,2.114589611021241e-05,2.287433219425326
5.0,0.016494845360824743,0.0009918227380638354,1.0,0.06804123711340206,3.1653917172250064e-05,4.438542540303793,0.012371134020618556,0.0,4.420007423904974,0.002061855670103093,0.0,2.2902341683896714
5.0,0.02850877192982456,0.0008773598866831568,1.0,0.043859649122807015,1.0570601044375383e-05,4.461350729807106,0.0,0.0,4.42706780923994,0.0,1.0570601044375383e-05,2.28900982469659
5.0,0.012684989429175475,0.0012158633158178532,1.0,0.02536997885835095,1.0572724485372635e-05,4.443530291697831,0.010570824524312896,1.0572724485372635e-05,4.419153881915388,0.014799154334038054,0.0,2.2875294797131445
5.0,0.02240325865580448,0.001023455057661669,1.0,0.04073319755600815,0.0,4.419968451331539,0.016293279022403257,0.0,4.422020051986632,0.0,1.0551083068677e-05,2.288775706323275
5.0,0.03347280334728033,0.0009349328739206253,1.0,0.056485355648535567,4.201945500766855e-05,4.440566256672081,0.02301255230125523,2.1009727503834276e-05,4.43747680890538,0.0,0.0,2.296715959285577
5.0,0.026373626373626374,0.0010935512023805768,1.0,0.026373626373626374,0.0,4.470131449688918,0.02197802197802198,0.0,4.444144730722724,0.0,1.0514915407505546e-05,2.299720831728918
5.0,0.017937219730941704,0.0007397544015386891,1.0,0.05829596412556054,0.0,4.469769628584861,0.01569506726457399,0.0,4.418254484617529,0.004484304932735426,0.0,2.2873640650562987
5.0,0.019067796610169493,0.0010050144933669044,1.0,0.05084745762711865,1.0579099930177941e-05,4.443311506080449,0.046610169491525424,0.0,4.417689732142857,0.0,0.0,2.2818504996156803
5.0,0.02028397565922921,0.0010066438494060802,1.0,0.04462474645030426,0.0,4.432162212670529,0.02636916835699797,0.0,4.395607450653322,0.0,0.0,2.2779138452672525
5.0,0.029082774049217,0.0011157777286554878,1.0,0.0447427293064877,3.157861496194777e-05,4.475873388042204,0.0,0.0,4.4394418604651165,0.0022371364653243847,0.0,2.297294695292192
10.0,0.019693654266958426,0.000918642099149992,1.0,0.05908096280087528,2.1118209175861887e-05,6.842741065650392,0.0,1.0559104587930943e-05,8.063209625487206,0.006564551422319475,2.1118209175861887e-05,4.3488712183529845
10.0,0.022494887525562373,0.000914662993996867,1.0,0.049079754601226995,5.256683873545213e-05,6.638844524685786,0.04703476482617587,0.0,8.129761904761905,0.002044989775051125,0.0,4.358406272793581
10.0,0.025806451612903226,0.0010477188303647967,1.0,0.04086021505376344,3.17490554655999e-05,6.7411614368876895,0.06236559139784946,0.0,8.135366689513365,0.0,0.0,4.3478021978021975
10.0,0.021691973969631236,0.0008773506125598554,1.0,0.03036876355748373,5.285244653975033e-05,6.738782164882682,0.01735357917570499,2.114097861590013e-05,8.069949066213923,0.0,1.0570489307950064e-05,4.3579352709269275
10.0,0.027896995708154508,0.0010113993130913,1.0,0.03862660944206009,2.1070819022735415e-05,6.765302503723668,0.015021459227467811,0.0,8.095739263282974,0.01072961373390558,0.0,4.375412844036697
10.0,0.02510460251046025,0.0009726803687727311,1.0,0.05439330543933055,5.286306352025713e-05,6.738640391295101,0.01882845188284519,0.0,8.057467367350398,0.0,0.0,4.341127043565622
10.0,0.018255578093306288,0.0009404156848656474,1.0,0.030425963488843813,6.339881021566162e-05,6.627560261947889,0.02028397565922921,1.0566468369276936e-05,8.047030959228557,0.0,0.0,4.350681423214122
10.0,0.02412280701754386,0.0009503294475418145,1.0,0.03070175438596491,7.391451258658557e-05,6.799085452986567,0.043859649122807015,0.0,8.105621805792163,0.0,0.0,4.357941014837882
10.0,0.014285714285714285,0.001096815017928707,1.0,0.044897959183673466,6.327778949588694e-05,6.645980057178718,0.030612244897959183,1.054629824931449e-05,8.073013721836354,0.0,0.0,4.357626188734455
10.0,0.008528784648187633,0.0010062173641341764,1.0,0.03411513859275053,3.177528518318452e-05,6.734473702888779,0.008528784648187633,0.0,8.0805654913984,0.0,0.0,4.34481179595201
10.0,0.01639344262295082,0.0011384719176926968,1.0,0.040983606557377046,3.1624219935908245e-05,6.6791818436536845,0.014344262295081968,1.0541406645302749e-05,8.095771777890983,0.0,0.0,4.360343881470642
10.0,0.013071895424836602,0.0009093119891728432,1.0,0.030501089324618737,3.1720185668820116e-05,6.786346758069123,0.006535947712418301,0.0,8.067572156196944,0.0,1.0573395222940038e-05,4.356252291895856
10.0,0.023952095808383235,0.000887058450815777,1.0,0.03592814371257485,8.448175722055019e-05,6.620027816411683,0.015968063872255488,0.0,8.036130339355056,0.0,0.0,4.345262004747124
10.0,0.027149321266968326,0.0009919797382861968,1.0,0.02262443438914027,1.0552975939214859e-05,6.838732849651605,0.0,0.0,8.118881118881118,0.0,0.0,4.381132075471698
10.0,0.019867549668874173,0.0010121137362811147,1.0,0.037527593818984545,3.162855425878483e-05,6.826445097056085,0.024282560706401765,1.0542851419594944e-05,8.091696383087111,0.002207505518763797,0.0,4.368136401136677
10.0,0.024390243902439025,0.0011146615144534443,1.0,0.03325942350332594,4.2463295788702644e-05,6.836403033586132,0.03547671840354767,0.0,8.09112668832279,0.0,0.0,4.339354483770402
10.0,0.014925373134328358,0.0010469211002189017,1.0,0.04904051172707889,2.1149921216543468e-05,6.699943598420756,0.023454157782515993,0.0,8.097477845944104,0.008528784648187633,0.0,4.366878044297399
10.0,0.01443298969072165,0.0010339188690193595,1.0,0.032989690721649485,3.165057762304162e-05,6.6823314862874374,0.041237113402061855,0.0,8.106705241660993,0.0,0.0,4.357789772207483
10.0,0.014989293361884369,0.0009267742988636483,1.0,0.03640256959314775,1.053152612345055e-05,6.752052080384942,0.019271948608137045,1.053152612345055e-05,8.116706362708404,0.0,1.053152612345055e-05,4.379876985219866
10.0,0.031185031185031187,0.0009821419142262728,1.0,0.04365904365904366,5.280332872184262e-05,6.684365781710914,0.004158004158004158,1.0560665744368525e-05,8.069526878073598,0.0,0.0,4.357692307692307
10.0,0.022916666666666665,0.00089447320789662,1.0,0.035416666666666666,5.261607105274235e-05,6.749205003179987,0.0020833333333333333,0.0,8.080203045685279,0.0,0.0,4.372676494826481
10.0,0.024539877300613498,0.0009632585661208202,1.0,0.05521472392638037,4.2341035873442644e-05,6.717600452744765,0.04703476482617587,0.0,8.094101602454824,0.014314928425357873,1.0585258968360661e-05,4.351571808266887
10.0,0.01079913606911447,0.0008670550791452106,1.0,0.03455723542116631,1.0573842428600128e-05,6.738230289279637,0.02159827213822894,0.0,8.082667120258547,0.0021598272138228943,0.0,4.355054532123545
10.0,0.012448132780082987,0.001003125527960804,1.0,0.05394190871369295,2.111843216759588e-05,6.73692405690424,0.01037344398340249,0.0,8.100936170212766,0.0,0.0,4.36913614247682
10.0,0.015968063872255488,0.0008346628067914082,1.0,0.027944111776447105,4.226140793880548e-05,6.582497405741957,0.0,1.056535198470137e-05,8.03903345724907,0.0,1.056535198470137e-05,4.350708733424783
10.0,0.024608501118568233,0.0010560665744368525,1.0,0.0447427293064877,6.336399446621114e-05,6.867186372166883,0.0,1.0560665744368525e-05,8.114807233026271,0.0,0.0,4.360528004400036
10.0,0.012526096033402923,0.0012762770681489764,1.0,0.05636743215031315,3.164323309460272e-05,6.745911504424779,0.006263048016701462,0.0,8.083305055989142,0.0020876826722338203,0.0,4.358920402561757
10.0,0.02813852813852814,0.0009720431925279463,1.0,0.03896103896103896,4.2262747501215056e-05,6.8124059881097345,0.017316017316017316,0.0,8.050448620281022,0.0,3.169706062591129e-05,4.353565870182185
10.0,0.015021459227467811,0.0010953825412874957,1.0,0.05150214592274678,4.213009774182676e-05,6.809649561059167,0.030042918454935622,0.0,8.102072010869565,0.0,0.0,4.3594078406287124
10.0,0.032119914346895075,0.0008048545437216051,1.0,0.03854389721627409,4.236076545903185e-05,6.778142857142857,0.008565310492505354,0.0,8.037777401321362,0.0,0.0,4.343372391065544
10.0,0.014705882352941176,0.0009700957442321482,1.0,0.03991596638655462,8.435615167236071e-05,6.715896279594138,0.046218487394957986,1.0544518959045089e-05,8.156084203320212,0.0,0.0,4.375321336760925
10.0,0.018140589569160998,0.0010525532389933764,1.0,0.045351473922902494,6.379110539353796e-05,6.852646845540247,0.013605442176870748,0.0,8.057469304229196,0.0,1.0631850898922994e-05,4.346334283874529
10.0,0.02729044834307992,0.0010543073727714578,1.0,0.02729044834307992,4.217229491085831e-05,6.568988082937246,0.029239766081871343,1.0543073727714577e-05,8.097995923913043,0.001949317738791423,1.0543073727714577e-05,4.362796230213195
10.0,0.02286902286902287,0.001015539875807936,1.0,0.031185031185031187,4.2314161491997335e-05,6.6618987519282005,0.018711018711018712,0.0,8.045046570702794,0.0,0.0,4.342413162705667
10.0,0.029723991507430998,0.0009281231872593999,1.0,0.05307855626326964,3.1640563202025e-05,6.753561556453327,0.014861995753715499,0.0,8.110827374872319,0.0021231422505307855,0.0,4.369714757406219
10.0,0.008695652173913044,0.0011185446257096427,1.0,0.05652173913043478,4.220923115885444e-05,6.785861896957172,0.01956521739130435,0.0,8.080957230142566,0.0,0.0,4.361762550384756
10.0,0.029545454545454545,0.0008771188231812994,1.0,0.03636363636363636,4.227078665933973e-05,6.855700584120574,0.020454545454545454,0.0,8.110220098959221,0.006818181818181818,1.0567696664834933e-05,4.3677294863548655
10.0,0.01440329218106996,0.0008352364036200626,1.0,0.047325102880658436,5.286306352025713e-05,6.6589619667997475,0.02880658436213992,0.0,8.06908843999321,0.00411522633744856,0.0,4.35063152114223
10.0,0.020242914979757085,0.0008695652173913044,1.0,0.05465587044534413,3.1813361611876987e-05,6.685049365303244,0.04048582995951417,0.0,8.062085388671543,0.0,0.0,4.327307586962476
10.0,0.01006036217303823,0.0010670780023454586,1.0,0.026156941649899398,6.339077241656189e-05,6.6374607603767,0.012072434607645875,1.0565128736093649e-05,8.042941673710905,0.002012072434607646,0.0,4.340297418118785
10.0,0.021505376344086023,0.0011063928432188655,1.0,0.047311827956989246,1.053707469732253e-05,6.745985711254156,0.021505376344086023,0.0,8.119189511323004,0.0,0.0,4.376686553464892
10.0,0.023965141612200435,0.0009386502420452029,1.0,0.030501089324618737,3.16398957992765e-05,6.791844881665241,0.010893246187363835,1.0546631933092167e-05,8.085200271554651,0.008714596949891068,0.0,4.361256065183557
10.0,0.019438444924406047,0.0010073697046816181,1.0,0.04535637149028078,4.241556651291024e-05,6.741694529415949,0.012958963282937365,1.060389162822756e-05,8.053025152957172,0.0,0.0,4.343569529746081
10.0,0.01593625498007968,0.001090062440469891,1.0,0.04183266932270916,6.349878293999365e-05,6.624267782426778,0.027888446215139442,1.0583130489998942e-05,8.074804488269296,0.0,0.0,4.341895968552884
10.0,0.024017467248908297,0.0009271941839637551,1.0,0.03275109170305677,5.268148772521336e-05,6.77473893585281,0.010917030567685589,0.0,8.09988109393579,0.0,1.0536297545042672e-05,4.362272436190651
10.0,0.02159827213822894,0.0011279186211985454,1.0,0.03023758099352052,5.270647762610025e-05,6.754623396868136,0.019438444924406047,0.0,8.142125042705842,0.0021598272138228943,1.054129552522005e-05,4.3772614565157495
10.0,0.014799154334038054,0.000957884653845749,1.0,0.04439746300211417,0.0,6.738706945228684,0.023255813953488372,2.1052409974631847e-05,8.107506793478262,0.0,2.1052409974631847e-05,4.366322143967804
10.0,0.016227180527383367,0.0009193993257738277,1.0,0.02636916835699797,6.340685005336743e-05,6.632268860688886,0.038539553752535496,0.0,8.041934392965844,0.0,0.0,4.344569288389513
10.0,0.018711018711018712,0.000855341661474778,1.0,0.035343035343035345,6.33586415907243e-05,6.652222532848756,0.004158004158004158,0.0,8.060636856368564,0.0,0.0,4.351284630154521
10.0,0.020876826722338204,0.001042599125901743,1.0,0.037578288100208766,5.2656521510189036e-05,6.723545159926729,0.033402922755741124,0.0,8.093113975576662,0.008350730688935281,0.0,4.359309336744016
14.0,0.020618556701030927,0.0010728823721218878,1.0,0.030927835051546393,3.155536388593788e-05,7.195481927710843,0.010309278350515464,0.0,10.916942762481435,0.0,0.0,6.167290564089325
14.0,0.023758099352051837,0.00115086948717678,1.0,0.04319654427645788,7.390904963520605e-05,7.242523400045658,0.0064794816414686825,1.0558435662172292e-05,10.885737161157497,0.0,1.0558435662172292e-05,6.156941389571743
14.0,0.023668639053254437,0.0010372016722231042,1.0,0.05325443786982249,8.466952426311054e-05,6.975473637832281,0.03550295857988166,1.0583690532888818e-05,10.899827882960412,0.0,0.0,6.137227031916268
14.0,0.028824833702882482,0.0009300850816466733,1.0,0.04656319290465632,3.17074459652275e-05,7.404470753173923,0.019955654101995565,1.0569148655075833e-05,10.971263704558568,0.0,0.0,6.169110966904608
14.0,0.021551724137931036,0.0009090524713542768,1.0,0.032327586206896554,0.00011627415331275633,7.301128945549497,0.015086206896551725,0.0,10.921079839172888,0.0,1.057037757388694e-05,6.141343669250646
14.0,0.012658227848101266,0.000967565521012999,1.0,0.029535864978902954,7.361911572924993e-05,7.150404070637534,0.03375527426160337,0.0,11.043337570784699,0.004219409282700422,0.0,6.194606508492156
14.0,0.019823788546255508,0.0012375713983499047,1.0,0.04405286343612335,5.2887666596149776e-05,7.35361511069825,0.019823788546255508,0.0,10.927642931093983,0.0,0.0,6.138149392607909
14.0,0.017977528089887642,0.0010123271925847033,1.0,0.04269662921348315,8.43605993820586e-05,7.477319102181761,0.011235955056179775,0.0,11.09021068560121,0.0,0.0,6.204480333420162
14.0,0.02636916835699797,0.0012066428866284915,1.0,0.034482758620689655,4.233834689924532e-05,7.0109257345341796,0.02434077079107505,0.0,10.939983872825712,0.0,0.0,6.152500647836227
14.0,0.009009009009009009,0.001056881354499144,1.0,0.02702702702702703,6.341288126994864e-05,7.404159202430096,0.015765765765765764,0.0,10.99109723667476,0.0,0.0,6.179277171086843
14.0,0.031578947368421054,0.0011534513592736432,1.0,0.056842105263157895,5.2910612810717576e-05,7.289990789069696,0.021052631578947368,0.0,10.968241136389883,0.0,0.0,6.147184466019417
14.0,0.02391304347826087,0.0010054612421150672,1.0,0.0391304347826087,8.467042038863723e-05,7.376009944064636,0.017391304347826087,0.0,10.921891176808927,0.002173913043478261,0.0,6.16279371673374
14.0,0.027083333333333334,0.0010238547603968757,1.0,0.03333333333333333,6.333122229259025e-05,7.210358927760109,0.020833333333333332,2.1110407430863417e-05,10.943569704631651,0.0,0.0,6.150368169487146
14.0,0.014056224899598393,0.001035262301662758,1.0,0.04216867469879518,8.451120829900065e-05,7.068786213044124,0.0,0.0,10.866735183281946,0.0,1.0563901037375081e-05,6.140147115756871
14.0,0.02795698924731183,0.0010034539942750309,1.0,0.030107526881720432,0.00010562673623947693,7.210701834167046,0.023655913978494623,0.0,10.992258809936454,0.0,0.0,6.179397246037932
14.0,0.025423728813559324,0.0009640647512501059,1.0,0.05296610169491525,7.415882701923892e-05,7.301724137931035,0.012711864406779662,0.0,10.877651645453502,0.00847457627118644,0.0,6.140859658208182
14.0,0.02231237322515213,0.0009278100519784495,1.0,0.02636916835699797,4.2173184180838615e-05,7.039279385705847,0.0,0.0,10.882319369934939,0.0,0.0,6.1724718373688985
14.0,0.01020408163265306,0.0010245901639344263,1.0,0.05510204081632653,4.225114078080108e-05,7.165813253012049,0.036734693877551024,1.056278519520027e-05,10.921840927349937,0.0,1.056278519520027e-05,6.147416020671835
14.0,0.022727272727272728,0.0009046346748574674,1.0,0.04338842975206612,2.103801569435971e-05,7.195571955719557,0.01652892561983471,0.0,11.055189170426935,0.0,0.0,6.200519143413368
14.0,0.012684989429175475,0.0010874270209778397,1.0,0.04439746300211417,6.334526335793241e-05,7.159446450060169,0.010570824524312896,0.0,11.023972206137811,0.0,0.0,6.186923176914077
14.0,0.006342494714587738,0.00101463827088728,1.0,0.023255813953488372,5.2845743275379165e-05,7.14088314809252,0.012684989429175475,0.0,10.966209203090763,0.0,0.0,6.1777546777546775
14.0,0.024498886414253896,0.0008036460150789371,1.0,0.031180400890868598,6.344573803254766e-05,7.386923734743061,0.0200445434298441,0.0,10.963193723318334,0.0,1.0574289672091277e-05,6.166796469366563
14.0,0.008213552361396304,0.0008891052848841517,1.0,0.03285420944558522,7.40921070736793e-05,7.09851995814023,0.03696098562628337,0.0,10.909132682366456,0.0,0.0,6.153706583722136
14.0,0.00641025641025641,0.0009399488836786854,1.0,0.029914529914529916,9.505101070908054e-05,7.2267031214399635,0.021367521367521368,0.0,10.971290210999655,0.0,0.0,6.178831168831169
14.0,0.016293279022403257,0.0009827438631344245,1.0,0.028513238289205704,4.226855325309353e-05,7.089811433256316,0.010183299389002037,1.0567138313273382e-05,10.947634940729658,0.002036659877800407,0.0,6.16887159533074
14.0,0.01171875,0.000989348713846672,1.0,0.05078125,5.2624931587588934e-05,7.016600558248862,0.029296875,1.0524986317517786e-05,10.930770110996681,0.01171875,0.0,6.171598397725805
14.0,0.024489795918367346,0.0009374934164788169,1.0,0.053061224489795916,4.213453557208166e-05,7.1084624553039335,0.012244897959183673,0.0,11.004959058932073,0.0020408163265306124,0.0,6.189129588792321
14.0,0.01263157894736842,0.0010553532795103161,1.0,0.04421052631578947,7.387472956572213e-05,7.183374820849362,0.00631578947368421,0.0,10.924630033268325,0.010526315789473684,0.0,6.172543427534353
14.0,0.012552301255230125,0.0010868188916557634,1.0,0.043933054393305436,6.330983834887941e-05,7.2378419452887535,0.010460251046025104,0.0,10.934450694524164,0.0,0.0,6.159467149508536
14.0,0.01284796573875803,0.0010742609190196842,1.0,0.034261241970021415,5.265984897155315e-05,7.305972434915773,0.006423982869379015,0.0,11.001498904646605,0.0,0.0,6.217646292193406
14.0,0.0196078431372549,0.000986980260394792,1.0,0.03333333333333333,6.29987400251995e-05,6.967690292533838,0.049019607843137254,0.0,11.037463976945245,0.00196078431372549,0.0,6.183004003616169
14.0,0.031055900621118012,0.0012482677640139213,1.0,0.049689440993788817,3.1735621118998e-05,7.145521546213431,0.018633540372670808,0.0,10.952622478386168,0.0,0.0,6.168138145936121
14.0,0.021413276231263382,0.0008864219157266022,1.0,0.044967880085653104,7.386849297721685e-05,7.236872102743369,0.021413276231263382,0.0,10.974991356459606,0.0,0.0,6.190197607904317
14.0,0.01152073732718894,0.0009057589417365295,1.0,0.03686635944700461,6.319248430719973e-05,7.522833030996136,0.041474654377880185,0.0,11.097382198952879,0.0069124423963133645,0.0,6.203303850156088
14.0,0.014492753623188406,0.0009816235842982446,1.0,0.016563146997929608,5.2775461521411e-05,7.1158272306082795,0.010351966873706004,1.0555092304282202e-05,10.961666858524232,0.0,0.0,6.178562159356345
14.0,0.026785714285714284,0.001228398042962434,1.0,0.020089285714285716,5.2495642861642484e-05,7.419289812374012,0.03125,0.0,11.071850052065255,0.0,1.0499128572328496e-05,6.221167598491744
14.0,0.022540983606557378,0.00083306970368027,1.0,0.03483606557377049,3.163555836760519e-05,7.164073656520105,0.02663934426229508,0.0,10.954832777841627,0.0,0.0,6.176645930533955
14.0,0.023157894736842106,0.0008236449456711123,1.0,0.035789473684210524,7.391685409868956e-05,7.204299447430172,0.021052631578947368,0.0,10.961188529310146,0.0,0.0,6.132474226804124
14.0,0.026859504132231406,0.0010920271416454623,1.0,0.04132231404958678,9.541984732824427e-05,7.085500747384155,0.028925619834710745,0.0,10.873265282715908,0.0,0.0,6.1369756602796475
14.0,0.01867219917012448,0.0008029582673005811,1.0,0.03941908713692946,8.452192287374537e-05,7.164633227895767,0.03941908713692946,1.0565240359218172e-05,10.94603612932919,0.0,0.0,6.14945054945055
14.0,0.018329938900203666,0.0011004475858931084,1.0,0.028513238289205704,7.406858751203614e-05,7.092578766611916,0.024439918533604887,0.0,10.930617880566103,0.002036659877800407,0.0,6.143171236420073
